Item,Description,Type,Lot No.,Exp Date,Cost,Quantity On Hand,Quantity On Sales Order,Quantity On Purchase Order,U/M
Bioelab Products:ES100 (ES1002303CT523P),Bioelab ES-100C Semi-Auto Chemistry Analyzer,Inventory Part,ES1002303CT523P,," 52,000.00 ",0.00,0.00,0.00,unit (unit)
Bioelab Products:ES100C Aspiration,Bioelab ES100C Aspiration Switch,Inventory Part,,,368.662,3.00,0.00,0.00,pc (pc)
Bioelab Products:ES100C Lamp,Bioelab ES100C Lamp House,Inventory Part,,," 1,843.45 ",10.00,0.00,0.00,pc (pc)
Bioelab Products:ES100C Temp Sensor,Bioelab ES100C Temperature Sensor,Inventory Part,,, 921.90 ,2.00,0.00,0.00,pc (pc)
"Bioelab Products:Lyse (230925, 2025-09-25)",Bioelab Lyse Closed System 500ml,Inventory Part,230925,2025-09-25, 975.00 ,0.00,0.00,0.00,bottle (bottle)
"Bioelab Products:Lyse (231102, 2025-11-02)",Bioelab Lyse Closed System 500ml,Inventory Part,231102,2025-11-02, 975.00 ,14.00,0.00,0.00,bottle (bottle)
"Bioelab Products:Lyse (240919, 2026-09-19)",Bioelab Lyse Closed System 500ml,Inventory Part,240919,2026-09-19," 1,050.00 ",30.00,0.00,0.00,bottle (bottle)
"Bioelab Products:Probe (240821, 2025-08-21)",Bioelab Probe Cleanser 50ml,Inventory Part,240821,2025-08-21, 0.00 ,0.00,0.00,0.00,bottle (bottle)
"Bioelab Products:Probe (241025, 2025-10-25)",Bioelab Probe Cleanser 50ml,Inventory Part,241025,2025-10-25, 420.00 ,2.00,0.00,0.00,bottle (bottle)
Bioline Products,,Inventory Part,,," 15,000.00 ",0.00,0.00,1.00,
Bioline Products:001296-001 XI,LP Printer Assembly (62713-CXDA),Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Bioline Products:006-770-001,LP Easylyte Expand Printer Assembly 006-770-001,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Bioline Products:19109 Electrolyte Sol. valve,Easylite  Electrolyte Solution valve,Inventory Part,,," 10,500.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:191128 Ca,Easylite Ca Electrode,Inventory Part,,," 10,500.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:191128 Cl,Easylite Cl Electrode,Inventory Part,,," 10,500.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:19119 K+ Electrode,Easylite K+ Electrode,Inventory Part,,," 10,500.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:19122 Na+ Electrode,Easylite Na+ Electrode,Inventory Part,,," 10,500.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:19130 Ref Electrode,Easylite  Reference Electrode,Inventory Part,,," 10,500.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:19135 Electrolyte Sam Detector,Easylite Electrolyte Sample Detector,Inventory Part,,," 11,000.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:2107,Medica Sample Probe (2107),Inventory Part,,," 6,000.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:2107 Bioline Sample Probe,Bioline Sample Probe (2107),Inventory Part,,," 4,500.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:22032-1,Medica Na/K/Cl/Ca/LI Expand Pack,Inventory Part,,," 10,500.00 ",0.00,0.00,8.00,Pack (pck)
"Bioline Products:ABG (220824, 2027-08-31)",Medica ABG Tri-Level Set,Inventory Part,220824,2027-08-31," 13,839.29 ",0.00,0.00,0.00,Set (set)
"Bioline Products:ABG (320323, 2026-03-31)",Medica ABG Tri-Level Set,Inventory Part,320323,2026-03-31," 15,000.00 ",0.00,0.00,0.00,Set (set)
Bioline Products:ABG Tri-Level,Medica ABG Tri-Level Set,Inventory Part,,," 15,500.00 ",0.00,0.00,0.00,Set (set)
"Bioline Products:Bi-Level (224270, 2026-03-11)",Medica Bi-Level Control,Inventory Part,224270,2026-03-11," 5,000.00 ",0.00,0.00,0.00,Set (set)
Bioline Products:Bioline Internal Filling Soluti,Medica Internal Filling Solution,Inventory Part,24040,2025-08-08," 5,300.00 ",0.00,0.00,0.00,bottle (bottle)
Bioline Products:Bioline Membrane Assembly,Easylite Membrane Assembly,Inventory Part,,," 4,500.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:Bioline Tubing kit,Easylite Tubing kit,Inventory Part,,," 4,200.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:Button (RR-00519),Medica Yes/No Switch Button,Inventory Part,,," 4,500.00 ",0.00,0.00,0.00,pc (pc)
"Bioline Products:Daily Clean (24089, 2026-03-27)",Medica Daily Cleaning,Inventory Part,24089,2026-03-27," 4,910.71 ",0.00,0.00,0.00,bottle (bottle)
"Bioline Products:Daily Rinse (25031, 2026-12-04)",Medica Daily Rinse,Inventory Part,25031,2026-12-04," 5,000.00 ",0.00,0.00,0.00,kit (kit)
Bioline Products:EBG (1222030004),Medica EasyBlood Gas Analyzer,Inventory Part,1222030004,," 550,000.00 ",0.00,0.00,0.00,unit (unit)
"Bioline Products:EBG (24121183, 2025-10-26)",Medica ABG/EBG Reagent Module,Inventory Part,24121183,2025-10-26," 16,517.86 ",0.00,0.00,0.00,box (box)
Bioline Products:Expand Electrolytes(62713-CXPA),Easylite NA/K/CL/CA/LI Expand Electrolytes Analyzer (62713-CXPA),Inventory Part,,," 200,000.00 ",0.00,0.00,0.00,unit (unit)
Bioline Products:Internal Filling Solution,Medica Internal Filling Solution,Inventory Part,24304,," 5,800.00 ",0.00,0.00,0.00,bottle (bottle)
"Bioline Products:K (20230915, 2025-09-14)",K Filling Solution,Inventory Part,20230915,2025-09-14," 3,012.00 ",0.00,0.00,0.00,pc (pc)
"Bioline Products:Medica Sol (25034-1,2027-01-23)",Medica Expand Solution Pack Na/K/Ca/Ll,Inventory Part,25034-1,2027-01-23," 11,000.00 ",0.00,0.00,0.00,Pack (pck)
Bioline Products:Membrane (23250),Medica Membrane Assembly,Inventory Part,23250,," 5,000.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:Membrane Assembly,Medica Membrane Assembly,Inventory Part,24291,," 5,500.00 ",0.00,0.00,0.00,pc (pc)
"Bioline Products:Na/Cl/pH (20240415, 2026-04-14)",Na/Cl/pH Filling Solution,Inventory Part,20240415,2026-04-14," 3,012.00 ",0.00,0.00,0.00,bottle (bottle)
Bioline Products:Na/K/CL/CA/LI,Easylite Na/K/CL/CA/LI,Inventory Part,,," 10,500.00 ",0.00,0.00,0.00,Pack (pck)
"Bioline Products:PCO2 (24121118, 2025-12-05)",Medica PCO2 Electrode,Inventory Part,24121118,2025-12-05," 16,517.86 ",0.00,0.00,0.00,pc (pc)
"Bioline Products:pH (24031053, 2025-12-21)",Medica pH Electrode,Inventory Part,24031053,2025-12-21," 16,517.86 ",0.00,0.00,0.00,pc (pc)
"Bioline Products:PO2 (2412114, 2025-12-17)",Medica PO2 Electrode,Inventory Part,2412114,2025-12-17," 16,517.86 ",0.00,0.00,0.00,pc (pc)
Bioline Products:Position Sensor,Easylyte Position Sensor,Inventory Part,,," 8,035.71 ",0.00,0.00,0.00,pc (pc)
"Bioline Products:Ref Elec (20240115, 2026-01-14)",Reference Electrode Filling Solution,Inventory Part,20240115,2026-01-14," 3,012.00 ",0.00,0.00,0.00,pc (pc)
"Bioline Products:Ref Elec (24191, 2025-07-09)",Medica Reference Electrode,Inventory Part,24191,2025-07-09," 16,517.86 ",0.00,0.00,0.00,kit (kit)
"Bioline Products:Rinse (CA) (23361, 2025-12-16)",Medica Daily Cleaning,Inventory Part,23361,2025-12-16," 5,000.00 ",0.00,0.00,1.00,bottle (bottle)
Bioline Products:Sample Detector,Medica Sample Detector,Inventory Part,25023,2026-07-22," 11,000.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:Sample Probe,Bioline Sample Probe,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Bioline Products:Thermal Bag,Medica ABG Thermal Bag,Inventory Part,,, 370.00 ,0.00,0.00,0.00,pc (pc)
Bioline Products:Thermal Paper Bag,Medica ABG Thermal Paper Bag,Inventory Part,,, 535.71 ,0.00,0.00,0.00,pc (pc)
Bioline Products:Tubing Kit,Medica Tubing Kit Expand,Inventory Part,24059-1,," 5,000.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:Tubing Kit (23207/1),Medica Tubing Kit,Inventory Part,23207/1,," 5,000.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:Valve (23363),Medica Solution Valve,Inventory Part,23363,," 11,000.00 ",0.00,0.00,0.00,pc (pc)
Bioline Products:Valve (24318),Medica Solution Valve,Inventory Part,24318,," 11,000.00 ",0.00,0.00,0.00,pc (pc)
Biomedix Products,,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
"Biomedix Products:BS-CSL (084XA, 2020-11-30)","Biosystems Concentrated System Liquid (084XA, 2020-11-30)",Inventory Part,,," 1,870.00 ",0.00,0.00,0.00,bottle (bottle)
"Biomedix Products:BS-CSL (090XA, 2022-01-31)","Biosystems Concentrated System Liquid 1L (090XA, 2022-01-31)",Inventory Part,,," 2,210.00 ",0.00,0.00,0.00,bottle (bottle)
"Biomedix Products:BS-CSL (15045, 2018-12)","Biosystems Concentrated System Liquid (15045, 2018-12)",Inventory Part,,, 0.00 ,0.00,0.00,0.00,bottle (bottle)
"Biomedix Products:BS-CWS (14011, 2018-10)","Biosystems Concentrated Washing Solution (14011, 2018-10)",Inventory Part,,, 0.00 ,0.00,0.00,0.00,bottle (bottle)
"Biomedix Products:BS-CWS (152XA, 2022-10-31)","Biosystems Concentrated Wasting Solution 100 ml (152XA, 2022-10-31)",Inventory Part,,," 1,820.00 ",0.00,0.00,0.00,bottle (bottle)
"Biomedix Products:BS-CWS (18379, 2019-07)","Biosystems Concentrated Washing Solution (18379, 2019-07)",Inventory Part,,, 0.00 ,0.00,0.00,0.00,kit (kit)
Biomedix Products:BS-RR,Biosystems Reaction Rotor,Inventory Part,,, 280.00 ,40.00,0.00,0.00,pc (pc)
Biomedix Products:BTS350 Pump Tube,BTS 350 Pump Tube,Inventory Part,,," 1,500.00 ",0.00,0.00,0.00,pc (pc)
Biorex Products,Biorex Products,Inventory Part,,, 0.00 ,0.00,0.00,0.00,pc (pc)
Biorex Products:Biorex Consumables,Biorex Consumables,Inventory Part,,, 0.00 ,0.00,0.00,0.00,
"Biorex Products:Biorex Consumables:ALT (213-01-102/1, 2026-08-31)",Biorex ALT (GPT) 120ml (B),Inventory Part,213-01-102/1,2026-08-31, 0.00 ,-30.00,0.00,0.00,bottle (bottle)
"Biorex Products:Biorex Consumables:AST (203-01-082/16, 2026-03-31)",Biorex AST (GOT) 120ml (B),Inventory Part,203-01-082/16,2026-03-31, 0.00 ,-1.00,0.00,0.00,bottle (bottle)
"Biorex Products:Biorex Consumables:BX0603A (240436, 2025-09-30)",Biorex Uric Acid 100ml,Inventory Part,240436,2025-09-30, 850.50 ,2.00,2.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC (250117/HSN073, 2027-04-30)",Biorex Normal Control 5ml,Inventory Part,250117 (HSN073),2027-04-30," 1,035.30 ",932.00,20.00,0.00,vial (vial)
"Biorex Products:Biorex Consumables:BXC (250118/HSE071, 2027-04-30)",Biorex Elevated Control 5ml,Inventory Part,250118 (HSE071),2027-04-30," 1,035.30 ",492.00,20.00,0.00,vial (vial)
"Biorex Products:Biorex Consumables:BXC (250398/HSE073, 2027-06-30)",Biorex Elevated Control 5ml,Inventory Part,250398 (HSE073),2027-06-30, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC (250533/HCE001, 2026-08-31)",Biorex Calibration Serum 3ml,Inventory Part,250533 (HCE001),2026-08-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC (250556/HSN073, 2027-04-31)",Biorex Normal Control 5ml,Inventory Part,250556 (HSN073),2027-04-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC(241690/HSN073, 2027-04-30)",Biorex Normal Control 5ml,Inventory Part,241690 (HSN073),2027-04-30, 0.00 ,-9.00,5.00,0.00,vial (vial)
"Biorex Products:Biorex Consumables:BXC(241695/HSE069, 2027-02-28)",Biorex Elevated Control 5ml,Inventory Part,241695 (HSE069),2027-02-28, 0.00 ,-7.00,17.00,0.00,vial (vial)
"Biorex Products:Biorex Consumables:BXC0101A (230796, 2025-04-30)",Biorex Glucose 360ml,Inventory Part,230796 - EXPIRED,2025-04-30, 607.75 ,14.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101A (232277, 2025-04-30)",Biorex Glucose 360ml,Inventory Part,232277 - EXPIRED,2025-04-30, 607.75 ,6.00,7.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101A (240341, 2025-09-30)",Biorex Glucose 360ml,Inventory Part,240341,2025-09-30, 710.50 ,-2.00,4.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101A (241524, 2026-03-31)",Biorex Glucose 360ml,Inventory Part,241524,2026-03-31,,5.00,8.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101A (250071, 2026-03-31)",Biorex Glucose 360ml,Inventory Part,250071,2026-03-31, 710.50 ,-2.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101A (250691, 2027-03-31)",Biorex Glucose 360ml,Inventory Part,250691,2027-03-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101D (232279, 2025-09-30)",Biorex Glucose 1000ml BIG PACK,Inventory Part,232279,2025-09-30, 926.25 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101D (240362, 2026-03-31)",Biorex Glucose 1000ml BIG PACK,Inventory Part,240362,2026-03-31," 1,078.00 ",0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101D (241528, 2026-03-31)",Biorex Glucose 1000ml BIG PACK,Inventory Part,241528,2026-03-31," 1,078.00 ",-2.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101D (241534, 2026-03-31)",Biorex Glucose 1000ml BIG PACK,Inventory Part,241534,2026-03-31," 1,078.00 ",2.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101D (250072, 2026-03-31)",Biorex Glucose 1000ml BIG PACK,Inventory Part,250072,2026-03-31," 1,078.00 ",19.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101D (250107, 2026-03-31)",Biorex Glucose 1000ml BIG PACK,Inventory Part,250107,2026-03-31," 1,078.00 ",17.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0101D (250562, 2026-03-31)",Biorex Glucose 1000ml BIG PACK,Inventory Part,250562,2026-03-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111A (232391, 2025-08-31)",Biorex Creatinine 240ml,Inventory Part,232391,2025-08-31, 520.00 ,3.00,3.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111A (232629, 2025-12-31)",Biorex Creatinine 240ml,Inventory Part,232629,2025-12-31, 520.00 ,1.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111A (240365, 2025-12-31)",Biorex Creatinine 240ml,Inventory Part,240365,2025-12-31, 609.00 ,4.00,4.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111A (241626, 2026-03-31)",Biorex Creatinine 240ml,Inventory Part,241626,2026-03-31, 609.00 ,2.00,2.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111A (250070, 2026-04-30)",Biorex Creatinine 240ml,Inventory Part,250070,2026-04-30, 609.00 ,7.00,5.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111A (250140, 2026-07-31)",Biorex Creatinine 240ml,Inventory Part,250140,2026-07-31, 609.00 ,148.00,5.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111A (250464, 2026-07-31)",Biorex Creatinine 240ml,Inventory Part,250464,2026-07-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111A (250698, 2026-07-31)",Biorex Creatinine 240ml,Inventory Part,250698,2026-07-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111T (232389, 2025-08-31)",Biorex Creatinine 1000ml BIGPACK,Inventory Part,232389,2025-08-31," 1,118.00 ",1.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111T (232631, 2025-12-31)",Biorex Creatinine 1000ml BIG PACK,Inventory Part,232631,2025-12-31," 1,118.00 ",0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111T (240638, 2025-12-31)",Biorex Creatinine 1000ml BIG PACK,Inventory Part,240638,2025-12-31," 1,295.00 ",7.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111T (241625, 2026-03-31)",Biorex Creatinine 1000ml BIG PACK,Inventory Part,241625,2026-03-31," 1,295.00 ",21.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111T (250068, 2026-04-30)",Biorex Creatinine 1000ml BIG PACK,Inventory Part,250068,2026-04-30," 1,295.00 ",10.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0111T (250266, 2026-07-31)",Biorex Creatinine 1000ml BIGPACK,Inventory Part,250266,2026-07-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0123A (232420, 2025-05-31)",Biorex Urea/BUN 120ml,Inventory Part,232420,2025-05-31,,5.00,5.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0123A (240379, 2025-09-30)",Biorex Urea/BUN 120ml,Inventory Part,240379,2025-09-30, 0.00 ,21.00,12.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0123A (240727, 2026-03-31)",Biorex Urea/BUN 120ml,Inventory Part,240727,2026-03-31, 0.00 ,2.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0123A (241629, 2026-03-31)",Biorex Urea/Bun 120ml,Inventory Part,241629,2026-03-31, 910.00 ,33.00,7.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0123A (241721, 2026-03-31)",Biorex Urea/Bun 120ml,Inventory Part,241721,2026-03-31,,11.00,5.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0123A (241722, 2026-03-31)",Biorex Urea/Bun 120ml,Inventory Part,241722,2026-03-31, 910.00 ,13.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0172A (240397, 2025-07-31)",Biorex Urinary & CSF Protein 120ml,Inventory Part,240397,2025-07-31, 675.50 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0172A (241713, 2025-12-31)",Biorex Urinary & CSF Protein 120ml,Inventory Part,241713,2025-12-31, 675.50 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0172A (250094, 2025-12-31)",Biorex Urinary & CSF Protein 120ml,Inventory Part,250094,2025-12-31, 675.50 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0172A (250757, 2026-10-31)",Biorex Urinary & CSF Protein 120ml,Inventory Part,250757,2026-10-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0173A (240516, 2026-01-31)",Biorex Total Protein 120ml,Inventory Part,240516,2026-01-31, 626.50 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0173A (241644, 2026-04-30)",Biorex Total Protein 120ml,Inventory Part,241644,2026-04-30, 626.50 ,2.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0173A (250089, 2026-04-30)",Biorex Total Protein 120ml,Inventory Part,250089,2026-04-30, 626.50 ,9.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0184A (230133, 2025-01-31)",Biorex Alkaline Phosphatase 150ml,Inventory Part,230133 - EXPIRED,2025-01-31, 679.25 ,0.00,1.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0184A (232467, 2025-07-31)",Biorex Alkaline Phosphatase 150ml,Inventory Part,232467,2025-07-31, 679.25 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0184A (240399, 2026-02-28)",Biorex Alkaline Phosphatase 150ml,Inventory Part,240399,2026-02-28, 787.50 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0184A (241572, 2026-06-30)",Biorex Alkaline Phosphatase 150ml,Inventory Part,241572,2026-06-30,,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0184A (250058, 2026-02-28)",Biorex Alkaline Phosphatase 150ml,Inventory Part,250058,2026-02-28, 787.50 ,4.00,3.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0184A (250387, 2026-08-31)",Biorex Alkaline Phosphatase 150ml,Inventory Part,250387,2026-08-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0191A (232319, 2025-07-31)",Biorex Direct Bilirubin 125ml,Inventory Part,232319,2025-07-31, 601.25 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0191A (240411, 2025-07-31)",Biorex Direct Bilirubin 125ml,Inventory Part,240411,2025-07-31, 784.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0191A (241665, 2026-09-30)",Biorex Direct Bilirubin 125ml,Inventory Part,241665,2026-09-30,,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0191A (250063, 2026-09-30)",Biorex Direct Bilirubin 125ml,Inventory Part,250063,2026-09-30, 784.00 ,2.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0191A (250508, 2026-09-30)",Biorex Direct Bilirubin 125ml,Inventory Part,250508,2026-09-30, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0192A (221841, 2024-09-30)",Biorex Total Bilirubin 125ml,Inventory Part,221841 - EXPIRED,2024-09-30, 559.00 ,0.00,4.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0192A (232322, 2025-10-31)",Biorex Total Bilirubin 125ml,Inventory Part,232322,2025-10-31, 601.25 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0192A (240372, 2025-10-31)",Biorex Total Bilirubin 125ml,Inventory Part,240372,2025-10-31, 696.50 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0192A (241574, 2026-03-31)",Biorex Total Bilirubin 125ml,Inventory Part,241574,2026-03-31,,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0192A (250066, 2026-03-31)",Biorex Total Bilirubin 125ml,Inventory Part,250066,2026-03-31, 696.50 ,18.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0192A (250512, 2026-03-31)",Biorex Total Bilirubin 125ml,Inventory Part,250512,2026-03-31, 0.00 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0203A (210975, 2022-08-31)",Biorex AST (GOT) 120ml,Inventory Part,210975 - EXPIRED,2022-08-31, 562.25 ,0.00,1.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0203A (232268, 2025-04-30)",Biorex AST (GOT) 120ml,Inventory Part,232268 - EXPIRED,2025-04-30, 614.25 ,7.00,7.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0203A (240463, 2025-08-31)",Biorex AST (GOT) 120ml,Inventory Part,240463,2025-08-31, 710.50 ,1.00,1.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0203A (241153, 2025-12-31)",Biorex AST (GOT) 120ml,Inventory Part,241153 - QC HEALTH,2025-12-31, 0.00 ,2.00,2.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0203A (241579, 2025-12-31)",Biorex AST (GOT) 120ml,Inventory Part,241579,2025-12-31,,2.00,6.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0203A (250055, 2026-03-31)",Biorex AST (GOT) 120ml,Inventory Part,250055,2026-03-31, 710.50 ,3.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0203D (240464, 2025-08-31)",Biorex AST (GOT) 240ml BIG PACK,Inventory Part,240464,2025-08-31, 899.50 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0203D (241580, 2025-12-31)",Biorex AST (GOT) 240ml BIG PACK,Inventory Part,241580,2025-12-31, 899.50 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0203D (250057, 2026-03-31)",Biorex AST (GOT) 240ml BIG PACK,Inventory Part,250057,2026-03-31, 899.50 ,30.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0213A (232380, 2025-05-31)",Biorex ALT (GPT) 120ml,Inventory Part,232380,2025-05-31, 611.00 ,5.00,5.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0213A (240487, 2025-07-31)",Biorex ALT (GPT) 120ml,Inventory Part,240487,2025-07-31, 710.50 ,0.00,0.00,0.00,kit (kit)
"Biorex Products:Biorex Consumables:BXC0213A (240489, 2025-09-30)",Biorex ALT (GPT) 120ml,Inventory Part,240489,2025-09-30, 710.50 ,1.00,3.00,0.00,kit (kit)
